y,x1,x2,x3,x4,x5,x6,x7
1,-2.71703346,-2.225849536,1.202995681,0.726904124,0.296646986,R,D
0,12.20761784,-1.706741408,0.657120225,-0.209792849,0.246351924,R,B
0,-0.023148631,-2.063609136,0.547372767,0.335383302,0.205448422,R,C
0,2.741456924,-2.134206335,0.292043142,0.128441988,0.056892863,AA,C
0,9.547669615,-1.432567538,0.120106688,-0.621503688,0.351643102,R,B
1,-6.411590005,-1.971172184,0.548689439,-0.824906494,0.136254142,R,D
0,0.833139235,-2.04616794,0.236062726,-1.548906777,0.290890027,R,A
0,2.467842783,-1.809433026,0.392674939,-2.186258051,0.089875978,AA,D
1,1.863113816,-2.035538165,1.031210763,0.670672273,0.149961252,R,B
0,2.759904591,-2.255702045,0.471696716,0.349932715,0.469043771,R,B
0,2.409781018,-1.832745226,0.199966272,0.138892862,0.39320827,AA,D
0,1.011192662,-1.826232773,0.600837229,-0.719656209,0.108370559,R,D
1,8.053429168,-2.204158753,0.942598335,-0.840622494,0.424431806,AA,C
0,2.672387036,-1.723626981,0.520728007,-1.175052093,0.089716304,R,B
0,4.545024444,-2.187336989,0.440933431,1.279997429,0.028932128,R,C
1,-2.562676456,-1.189840176,0.625977912,-1.740787332,0.461768936,AA,C
0,2.46411091,-1.788497335,0.5208146,-0.571073399,0.057055731,R,D
0,6.441832441,-1.987434288,0.818708583,-2.867298549,0.207378313,AA,C
0,6.81970363,-1.794911165,0.635580756,-0.165784353,0.198994854,R,D
0,6.019646986,-3.094533361,0.389363769,1.908492766,0.190072793,AA,D
0,3.120913776,-2.099917276,0.750671864,1.339289848,0.563263008,R,B
0,-0.321447791,-1.925496769,0.397728429,0.86184628,0.136832846,AA,D
0,8.30144237,-1.62533133,0.263994582,-1.106856892,0.404659643,R,C
1,1.718025996,-2.24005815,0.28580089,0.337458194,0.319571516,AA,C
0,9.518286065,-1.394433726,0.467863639,1.986796038,0.238260505,AA,D
1,0.376648561,-2.054291198,0.494626437,-0.273298096,0.109203946,R,C
0,3.664158924,-2.126889189,1.030635542,-0.463169345,0.422406169,R,D
1,-3.337424843,-2.196597815,0.497892,0.877185261,0.052556149,AA,A
0,-1.029427338,-2.299864154,0.128101686,0.346469251,0.09860586,R,D
0,3.590942572,-2.530931978,0.832864994,0.671233098,0.055727544,AA,D
0,1.926566043,-1.990321015,0.541178683,1.12357283,0.038760446,R,C
0,-1.424495652,-1.811261785,0.394108258,-0.281432569,0.107118144,R,C
0,1.782117004,-2.104178729,0.657330281,1.464455608,0.485981102,R,C
0,7.867219723,-2.485524518,0.782808789,2.170857812,0.167611513,AA,A
0,1.913536082,-2.083420546,0.653741583,0.195339241,0.784873646,AA,C
0,2.475186735,-0.997597824,0.728944941,1.777688406,0.296270635,R,D
1,8.466361269,-1.916118487,0.809527425,-0.111171129,0.298771711,R,C
0,3.549715002,-2.346338528,0.66509173,0.147455162,0.228915163,R,D
1,0.295110621,-1.476957348,0.719321985,0.179919193,0.125034093,AA,C
0,6.563920262,-1.819466726,0.715617972,-1.094634315,0.197199203,R,B
0,1.315868983,-2.029851335,0.598633426,1.405210964,0.298251512,AA,C
1,2.791796603,-1.837622465,0.466707367,0.919104296,0.18117041,R,C
1,-0.93029106,-2.22297053,0.665919916,-0.715517482,0.031911393,R,A
1,0.500192469,-1.356903025,0.915964016,1.440733049,0.045688715,R,C
1,-2.538489852,-2.985472292,1.18870675,-2.544688517,0.063278289,R,A
1,-1.466843792,-1.297283263,0.19520741,-1.940387035,0.119125903,AA,C
1,11.64256595,-2.399035847,0.955572111,-1.74873224,0.455419929,R,D
1,-2.282226298,-1.631001097,0.14336102,1.157582904,0.039457182,R,B
0,3.894628346,-1.645103086,0.166568247,0.424424162,0.620472065,R,C
1,-0.931484773,-2.054972079,0.61568106,0.05451735,0.011444323,R,D
1,-0.448309052,-2.416069322,1.01017199,0.06301334,0.386307846,AA,B
0,10.80810392,-2.263583531,0.357653469,-1.165318168,0.003814703,R,C
1,-3.389972488,-2.048506893,0.279345415,1.754647513,0.092925467,R,B
0,4.947840355,-2.012760712,0.769162896,1.191282027,0.035853172,R,C
1,-1.233322624,-1.748125991,1.064957266,-1.528977955,0.086605875,R,C
0,0.764525732,-2.255847012,0.540771358,-1.05562438,0.7301581,R,B
0,1.667718025,-2.311918057,0.876637874,-0.941427061,0.465499405,AA,C
1,-1.963063758,-2.017603336,0.999737468,0.553614772,0.004587664,R,D
1,0.746887215,-2.069702545,0.311265874,0.807240546,0.064014999,AA,C
1,-0.172760333,-1.410370588,0.873176074,0.467710456,0.233250977,R,B
1,5.831793566,-2.019595387,1.445086196,-0.230624427,0.445290476,R,C
0,2.246592324,-2.002262122,1.262907792,-0.225132977,0.148311669,R,C
1,-0.277127155,-2.801023948,0.552694893,0.905925123,0.494920253,R,B
0,2.948656402,-1.796892535,1.460152318,-0.829526935,0.478023061,R,B
0,4.099589679,-1.683030475,0.559353092,-3.296558829,0.28097518,R,C
0,6.437109421,-2.314303281,0.514669283,2.368066114,0.510086147,R,D
0,2.359453088,-1.810160618,0.978572882,-1.480019164,0.680546655,R,C
0,2.37399604,-1.879627677,0.756358102,1.107030724,0.42918194,R,C
0,5.606729651,-2.131379252,0.448221112,-0.08845596,0.008566292,R,B
0,5.142333141,-2.166617913,1.034311183,-1.790421247,0.200001588,AA,B
0,3.776664383,-1.963358702,0.336825809,1.602301989,0.263168375,R,D
0,4.197666836,-1.750968414,0.338475223,1.573684329,0.280682174,R,D
1,-7.272486018,-1.905473122,1.00296398,1.138839125,0.245685403,R,C
1,-2.834858964,-2.50307748,0.464255894,-0.482814099,0.152416065,R,D
1,6.750052802,-1.832714909,0.958559701,-2.319090695,0.37269302,R,C
1,8.593737218,-1.935283298,1.772831534,2.433296614,0.015793385,R,D
1,0.400516246,-2.297316054,0.674859787,-0.773446967,0.065809569,R,C
0,4.473335029,-1.606452304,0.514502049,-0.151105743,0.111549834,R,B
0,4.047059323,-2.406162477,0.119240734,-0.693151653,0.475531962,R,C
1,5.920599512,-1.636397411,0.975224087,-0.948909263,0.512160415,AA,B
0,0.698667749,-2.683332503,0.517169323,-1.077635759,0.328668913,R,C
1,0.093173517,-2.080154787,0.650806262,-0.811474066,0.545336084,AA,D
0,2.55158246,-2.23095665,0.532446076,-0.329201081,0.065362807,AA,D
0,6.882497688,-2.242215023,0.113007618,0.593626399,0.480831823,AA,B
1,-4.079424962,-1.557567811,0.334580468,-1.714872258,0.178587724,AA,C
1,-4.689393401,-2.277905881,0.494234642,1.176940023,0.293802404,R,B
1,-2.604819459,-1.796147881,0.781587517,1.072955392,0.026554607,R,D
0,5.686881474,-2.08782679,0.470227177,-0.55447265,0.454777548,AA,C
0,4.141957275,-2.032007866,0.494480224,-1.982689123,0.569689859,R,C
0,7.982677899,-2.474191184,0.376935104,1.635585808,0.00286031,AA,C
0,1.10437822,-2.536649693,1.800697353,0.679216741,0.281586548,R,C
0,4.542378126,-2.335618959,0.288734631,-0.855170968,0.222004262,AA,D
0,1.676206111,-2.812068745,0.591088738,1.610708201,0.063735297,R,B
1,-6.557389692,-1.66496606,0.92968399,-0.229102364,0.15925753,R,D
1,0.692504775,-2.359097121,0.477979707,1.605374167,0.449518339,R,B
1,-1.290706786,-2.628887903,0.942889143,1.128278704,0.604130693,R,C
1,-3.885733476,-2.26301879,0.812891034,-1.09952986,0.241108299,R,D
1,-2.194075658,-1.774768509,0.096642112,0.884792349,0.186424067,R,C
1,-2.459797132,-2.179425438,1.159346526,-0.522389358,0.132501486,R,C
0,4.531299662,-2.213639598,0.508596989,1.96087298,0.019512833,R,C
0,7.98315542,-2.208103485,0.908094097,-0.682720204,0.145194053,R,D
0,7.51590781,-2.175073452,0.357485966,-1.946602568,0.152049288,R,D
0,-0.204880186,-1.768004487,0.230201075,-0.627131821,0.00279032,R,B
1,10.56374644,-2.058486871,0.902863972,1.403377288,0.004286338,R,D
0,1.618991523,-1.64186161,0.804696269,-0.222558707,0.225945029,R,B
0,2.717193632,-1.739553277,0.900326203,-0.185799723,0.273446296,R,D
1,-4.76583849,-1.737186296,0.977303173,-2.451668137,0.04553507,R,B
1,7.669034264,-2.270674645,0.885041921,-1.035228232,0.102890853,AA,B
1,-1.783747129,-2.037612533,0.923294983,-0.60921895,0.344795836,R,D
0,6.35590534,-2.347916373,0.631472414,0.951582003,0.13452952,R,B
0,1.597440286,-1.818313539,0.828225196,1.32E-05,0.153175718,R,B
0,2.066489197,-1.842131266,0.67011938,1.149174003,0.06482556,R,C
1,-5.480600795,-2.139792158,0.755559542,-0.582625361,0.164739059,R,C
0,1.136819193,-1.662317199,1.016268276,-0.847118023,0.101179831,R,B
0,5.022430927,-1.552395316,0.611305458,-0.274730705,0.336850793,R,C
0,7.368879768,-2.025418848,0.307285007,0.143963795,0.059495631,R,D
0,7.753820765,-2.035032774,0.523373233,-0.238007504,0.113481185,R,B
0,7.186035329,-1.406811808,0.238103163,0.13762747,0.202518646,R,D
1,9.911025502,-2.417935169,2.006448837,-1.296852605,0.176591428,R,D
0,-0.11426427,-1.666619885,0.603689263,0.369159036,0.002617185,R,B
1,-0.272990849,-1.780988284,0.373056736,2.028963687,0.39004899,R,C
0,2.619208926,-1.468735009,0.457378761,-0.974485128,0.081823135,R,A
0,1.72071991,-1.839140538,0.864588334,-0.160175557,0.189625669,AA,C
0,1.770530139,-1.898789451,0.206405603,-0.587363623,0.042903196,AA,D
1,-2.125419507,-1.836832728,0.490775261,-0.161970456,0.487319006,R,C
1,-0.149675505,-1.896785696,0.400215292,0.171956154,0.560130091,R,D
0,1.689492591,-1.680259087,0.638438061,0.040804593,0.517101658,R,B
0,3.335608254,-1.986073647,0.430036393,1.04913521,0.103685584,R,C
0,0.435778033,-2.497343669,0.676071321,0.373569761,0.089221418,R,B
0,1.126878838,-2.556167411,0.563295406,-0.335436319,0.035168629,R,C
0,5.339965544,-2.575728097,1.019249167,-0.242690452,0.10487718,AA,C
0,2.621017697,-1.846414765,1.095319133,-1.470773428,0.288241946,AA,C
1,1.007980259,-1.490571615,0.223166951,2.196991838,0.052356453,R,C
